"gene.ID","log2FoldChange","up","down","Effect","gene.annotation"
"PGEN_.00g195980",-1.9032037278919,FALSE,TRUE,"Day14_primary","Ras GTPase-activating-like protein IQGAP1 (p195)"
"PGEN_.00g196600",10.2490780045138,TRUE,FALSE,"Day21_primary","Laccase-10 (EC 1.10.3.2) (Benzenediol:oxygen oxidoreductase 10) (Diphenol oxidase 10) (Urishiol oxidase 10)"
"PGEN_.00g197930",5.30579700364839,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g198080",2.86890246408596,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g198990",-2.06058345856942,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g198990",-2.54640735307418,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g199790",3.48416788331173,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g199810",4.72334187651327,TRUE,FALSE,"Day14_primary","Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)"
"PGEN_.00g199810",-2.1941407928759,FALSE,TRUE,"Day7_MAversusAM","Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)"
"PGEN_.00g199810",-2.82630647317754,FALSE,TRUE,"Day7_second","Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)"
"PGEN_.00g199810",2.81119010903936,TRUE,FALSE,"Day7_primary","Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)"
"PGEN_.00g199810",6.06128332767113,TRUE,FALSE,"Day21_primary","Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)"
"PGEN_.00g199980",3.26897110566392,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g200830",-2.60285366946362,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g200990",-1.51077855361765,FALSE,TRUE,"Day14_primary","Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (hPC6) (Subtilisin/kexin-like protease PC5)"
"PGEN_.00g201060",3.95743330930063,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g201060",4.7959711289055,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g201470",-3.48032315330439,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g203030",-5.22520270212202,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g204830",-1.74635923078195,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g204830",3.17144582692232,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g204830",5.39950479206023,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g204840",-6.34680786509492,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g205150",4.34882510723272,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g205400",2.3477389379299,TRUE,FALSE,"Day14_primary","WASH complex subunit 4 (Strumpellin and WASH-interacting protein) (SWIP) (WASH complex subunit SWIP)"
"PGEN_.00g205760",2.19229059756421,TRUE,FALSE,"Day14_primary","L-ascorbate oxidase (ASO) (Ascorbase) (EC 1.10.3.3)"
"PGEN_.00g205860",3.53717173907834,TRUE,FALSE,"Day7_primary","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"PGEN_.00g205860",5.60987911126253,TRUE,FALSE,"Day21_primary","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"PGEN_.00g207910",1.85796471051978,TRUE,FALSE,"Day14_primary","Slowpoke-binding protein"
"PGEN_.00g208330",1.36408296431814,TRUE,FALSE,"Day14_primary","Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)"
"PGEN_.00g208950",-2.98970187719596,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g208950",-3.78675438856429,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g208950",4.69092463879537,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g209970",6.43687091455996,TRUE,FALSE,"Day14_primary","Galaxin"
"PGEN_.00g210360",-4.0984617908695,FALSE,TRUE,"Day14_primary","Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)"
"PGEN_.00g210450",-2.48932472970145,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g210620",-1.86124174318802,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g211250",3.27729466359395,TRUE,FALSE,"Day7_primary","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)"
"PGEN_.00g211250",5.25048169403187,TRUE,FALSE,"Day21_primary","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)"
"PGEN_.00g211250",3.68805859593672,TRUE,FALSE,"Day14_primary","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)"
"PGEN_.00g211330",4.26392182796271,TRUE,FALSE,"Day14_primary","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X)"
"PGEN_.00g211330",-3.4451856136459,FALSE,TRUE,"Day7_second","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (Monooxygenase X)"
"PGEN_.00g211680",1.13111973679767,TRUE,FALSE,"Day14_primary","Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)"
"PGEN_.00g211890",5.28671393836524,TRUE,FALSE,"Day14_primary","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"PGEN_.00g211890",-2.55547816104645,FALSE,TRUE,"Day7_MAversusAM","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"PGEN_.00g211890",-3.60118905564443,FALSE,TRUE,"Day7_second","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"PGEN_.00g212030",1.80067051970192,TRUE,FALSE,"Day14_primary","DnaJ homolog subfamily C member 2"
"PGEN_.00g212310",-3.62262409843077,FALSE,TRUE,"Day21_primary","E3 SUMO-protein ligase NSE2 (EC 2.3.2.-) (E3 SUMO-protein transferase NSE2) (MMS21 homolog) (Non-structural maintenance of chromosomes element 2 homolog) (Non-SMC element 2 homolog)"
"PGEN_.00g212330",-1.51486180827705,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g212330",-1.24318825488438,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g212430",-1.41954874230049,FALSE,TRUE,"Day14_primary","Glucose-6-phosphate 1-dehydrogenase X (G6PD) (EC 1.1.1.49)"
"PGEN_.00g212830",-3.64403355525964,FALSE,TRUE,"Day14_primary","Peptidase M20 domain-containing protein 2 (Aminoacylase-1-like protein 2)"
"PGEN_.00g212830",2.17477755017069,TRUE,FALSE,"Day7_MAversusAM","Peptidase M20 domain-containing protein 2 (Aminoacylase-1-like protein 2)"
"PGEN_.00g212830",-6.2019425912744,FALSE,TRUE,"Day21_primary","Peptidase M20 domain-containing protein 2 (Aminoacylase-1-like protein 2)"
"PGEN_.00g213130",0.797257398790062,TRUE,FALSE,"Day7_MAversusAM","Actin"
"PGEN_.00g213760",-2.73739939025897,TRUE,FALSE,"Day0_primary",NA
"PGEN_.00g214040",5.55320456221535,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g214740",1.6577120164497,TRUE,FALSE,"Day14_primary","Adiponectin receptor protein"
"PGEN_.00g215190",-1.30529821152068,FALSE,TRUE,"Day7_primary","Interleukin-17 receptor D (IL-17 receptor D) (IL-17RD) (Interleukin-17 receptor-like protein) (Sef homolog) (mSef)"
"PGEN_.00g215630",4.24009697442374,TRUE,FALSE,"Day14_primary","Universal stress protein Slr1101 (USP Slr1101)"
"PGEN_.00g215970",-1.24908027989006,FALSE,TRUE,"Day7_primary","Ras-related protein Rap-1b"
"PGEN_.00g215970",0.610552887917601,TRUE,FALSE,"Day7_MAversusAM","Ras-related protein Rap-1b"
"PGEN_.00g216350",5.02592215746712,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g216730",6.20051774912867,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g216740",-1.86896364644137,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g216740",-2.88525011944368,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g216830",3.83122460353536,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g219960",5.09542774774268,TRUE,FALSE,"Day14_primary","Probable glutathione S-transferase 7 (EC 2.5.1.18) (GST class-sigma)"
"PGEN_.00g220610",-1.64205971408144,FALSE,TRUE,"Day7_second","Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (P230) (Tenascin-C) (TN-C)"
"PGEN_.00g221720",-2.40545617026821,FALSE,TRUE,"Day14_primary","Protocadherin gamma-B5 (PCDH-gamma-B5)"
"PGEN_.00g224680",-1.38485873073027,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g224680",-1.81846300867741,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g227430",-2.16918001029516,FALSE,TRUE,"Day14_primary","Protein MIS12 homolog"
"PGEN_.00g227770",-2.91210029091948,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g227770",-2.08362211320588,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g227770",4.602418067336,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g229050",-1.27274292322665,FALSE,TRUE,"Day7_MAversusAM","Filamin-C (FLN-C) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)"
"PGEN_.00g229320",-3.55878742159154,FALSE,TRUE,"Day14_primary","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"PGEN_.00g229340",-2.979864560493,FALSE,TRUE,"Day14_primary","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"PGEN_.00g229960",-2.02243195793002,FALSE,TRUE,"Day14_primary","ABC transporter G family member 14 (ABC transporter ABCG.14) (AtABCG14) (White-brown complex homolog protein 14) (AtWBC14)"
"PGEN_.00g230280",-1.03622411834353,FALSE,TRUE,"Day7_MAversusAM","Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (Lysosomal membrane glycoprotein A) (LGP-A) (CD antigen CD107a)"
"PGEN_.00g230470",-1.5553481087171,FALSE,TRUE,"Day14_primary","Tyrosine-protein kinase RYK (EC 2.7.10.1) (Kinase VIK) (Met-related kinase) (NYK-R)"
"PGEN_.00g230540",-8.50302089348212,FALSE,TRUE,"Day14_primary","Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)"
"PGEN_.00g230540",-11.4382190090981,FALSE,TRUE,"Day21_primary","Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)"
"PGEN_.00g230850",4.15964409859164,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g231670",2.20045921633294,TRUE,FALSE,"Day7_primary","Inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B (Protein FAM188B2)"
"PGEN_.00g232640",-3.6773041129462,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g233790",2.06110503437648,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g233800",2.38357009385983,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g235110",1.8886668308558,TRUE,FALSE,"Day7_MAversusAM","Neurogenic locus notch homolog protein 1 (Notch 1) (xOTCH) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]"
"PGEN_.00g235110",-3.92104669070058,FALSE,TRUE,"Day14_primary","Neurogenic locus notch homolog protein 1 (Notch 1) (xOTCH) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]"
"PGEN_.00g235470",4.60368744894138,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g236660",6.80066187321586,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g236660",10.341433218832,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g236680",2.37530928157911,TRUE,FALSE,"Day14_primary","Zinc finger protein 28 (Zfp-28) (Protein mKR5)"
"PGEN_.00g237580",-1.62008933536955,FALSE,TRUE,"Day7_MAversusAM","Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3) (Fragment)"
"PGEN_.00g237580",4.96621241968675,TRUE,FALSE,"Day14_primary","Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3) (Fragment)"
"PGEN_.00g238040",6.13084362780052,TRUE,FALSE,"Day14_primary","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1"
"PGEN_.00g238050",5.00108960599027,TRUE,FALSE,"Day14_primary","Protein artichoke"
"PGEN_.00g238060",-2.2858720728452,FALSE,TRUE,"Day7_second","Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)"
"PGEN_.00g238060",-1.96607928439599,FALSE,TRUE,"Day7_MAversusAM","Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)"
"PGEN_.00g238060",2.72491865516447,TRUE,FALSE,"Day7_primary","Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)"
"PGEN_.00g238060",4.8455593931818,TRUE,FALSE,"Day14_primary","Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)"
"PGEN_.00g238430",-1.02719116967932,FALSE,TRUE,"Day7_primary","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (AblSH3-binding protein) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)"
"PGEN_.00g239280",1.82967808409757,TRUE,FALSE,"Day7_second",NA
"PGEN_.00g240470",2.70479566382222,TRUE,FALSE,"Day7_second","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
"PGEN_.00g240940",-2.61748986578435,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g240940",-1.88530393480567,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g240940",3.18949867440704,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g243440",-4.1345693232551,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g244450",6.4015673687718,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g245440",-12.150952383864,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g245460",-6.1842705536433,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g245510",6.53881622578385,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g245510",15.4854141756962,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g245880",-0.968442253138622,FALSE,TRUE,"Day14_primary","Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)"
"PGEN_.00g246390",3.83007676800871,TRUE,FALSE,"Day14_primary","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8"
"PGEN_.00g246530",3.75652951224839,TRUE,FALSE,"Day14_primary","C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8"
"PGEN_.00g247310",-2.00366700665136,FALSE,TRUE,"Day7_MAversusAM","Macrophage mannose receptor 1 (MMR) (CD antigen CD206)"
"PGEN_.00g247310",-2.81068273175688,FALSE,TRUE,"Day7_second","Macrophage mannose receptor 1 (MMR) (CD antigen CD206)"
"PGEN_.00g247310",4.29606160192891,TRUE,FALSE,"Day14_primary","Macrophage mannose receptor 1 (MMR) (CD antigen CD206)"
"PGEN_.00g247650",5.19276686134802,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g247890",4.37431057075673,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g248050",-8.24226232823523,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g249540",-2.43506722772219,FALSE,TRUE,"Day21_primary","Pre-mRNA-splicing factor SLU7"
"PGEN_.00g249650",-3.47792124503997,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g249670",-4.20281288472871,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g250350",4.02138140803799,TRUE,FALSE,"Day14_primary","Hydroxylysine kinase (5-hydroxy-L-lysine kinase) (EC 2.7.1.81) (Aminoglycoside phosphotransferase domain-containing protein 1)"
"PGEN_.00g250510",-2.50763389107008,TRUE,FALSE,"Day0_primary",NA
"PGEN_.00g250620",2.86805718010223,TRUE,FALSE,"Day7_MAversusAM","Perlucin-like protein"
"PGEN_.00g250620",-4.79168686513658,FALSE,TRUE,"Day14_primary","Perlucin-like protein"
"PGEN_.00g251840",2.05407569085922,TRUE,FALSE,"Day14_primary","Copper homeostasis protein cutC homolog"
"PGEN_.00g252450",-0.888848188762588,FALSE,TRUE,"Day14_primary","Dedicator of cytokinesis protein 2 (Protein Hch)"
"PGEN_.00g254130",7.91810246598432,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g254720",9.27467358857312,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g254920",5.47086581893934,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g255020",1.91395027092748,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g255020",2.82687880343271,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g255870",1.41422907165086,TRUE,FALSE,"Day14_primary","Stress-70 protein, mitochondrial (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9)"
"PGEN_.00g255920",1.04241200217178,TRUE,FALSE,"Day7_second","Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2)"
"PGEN_.00g255920",0.787234891632927,TRUE,FALSE,"Day7_MAversusAM","Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2)"
"PGEN_.00g256100",3.04522843227678,TRUE,FALSE,"Day14_primary","Galactocerebrosidase (GALCERase) (EC 3.2.1.46) (Galactosylceramidase)"
"PGEN_.00g258130",5.55471380241316,TRUE,FALSE,"Day14_primary","Glucose dehydrogenase [FAD, quinone] (EC 1.1.5.9) [Cleaved into: Glucose dehydrogenase [FAD, quinone] short protein]"
"PGEN_.00g258390",-2.67654705678828,TRUE,FALSE,"Day0_primary","Uncharacterized protein TM_0508"
"PGEN_.00g260070",3.90495184570158,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g260350",3.89256985589418,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g260530",1.32372951117732,TRUE,FALSE,"Day7_MAversusAM","Ciliogenesis-associated TTC17-interacting protein"
"PGEN_.00g261000",2.66353901849526,TRUE,FALSE,"Day7_primary","Protein white"
"PGEN_.00g261200",-2.36847304372582,TRUE,FALSE,"Day0_primary","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
"PGEN_.00g261960",4.93261053516131,TRUE,FALSE,"Day14_primary","Collagen alpha-1(XII) chain (Fibrochimerin)"
"PGEN_.00g262270",-4.02515941961265,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g263590",-3.62603446558912,FALSE,TRUE,"Day7_second","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)"
"PGEN_.00g263590",-2.68912296433841,FALSE,TRUE,"Day7_MAversusAM","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)"
"PGEN_.00g263590",5.08847880022376,TRUE,FALSE,"Day14_primary","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)"
"PGEN_.00g263770",-2.41694655148321,FALSE,TRUE,"Day7_second","Dopamine beta-hydroxylase (EC 1.14.17.1) [Cleaved into: Soluble dopamine beta-hydroxylase]"
"PGEN_.00g266020",-4.67955507015316,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g266130",-12.4453116609063,FALSE,TRUE,"Day7_primary","Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF) (Pancreatic intrinsic factor)"
"PGEN_.00g266130",-9.29398845448501,FALSE,TRUE,"Day14_primary","Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF) (Pancreatic intrinsic factor)"
"PGEN_.00g266130",5.11956362227945,TRUE,FALSE,"Day7_MAversusAM","Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF) (Pancreatic intrinsic factor)"
"PGEN_.00g266130",-20.5443188187001,FALSE,TRUE,"Day21_primary","Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF) (Pancreatic intrinsic factor)"
"PGEN_.00g267990",2.92716233736187,TRUE,FALSE,"Day14_primary","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)"
"PGEN_.00g268270",3.01516258070933,TRUE,FALSE,"Day14_primary","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)"
"PGEN_.00g268270",-1.08270987617834,FALSE,TRUE,"Day7_MAversusAM","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)"
"PGEN_.00g268580",2.71206645100012,TRUE,FALSE,"Day14_primary","Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI)"
"PGEN_.00g269190",-2.52250006198257,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g270000",-1.82123784112829,FALSE,TRUE,"Day7_MAversusAM","Probable prolyl 4-hydroxylase 4 (AtP4H4) (EC 1.14.11.2)"
"PGEN_.00g270000",5.46958593942443,TRUE,FALSE,"Day21_primary","Probable prolyl 4-hydroxylase 4 (AtP4H4) (EC 1.14.11.2)"
"PGEN_.00g270000",4.89466464997861,TRUE,FALSE,"Day14_primary","Probable prolyl 4-hydroxylase 4 (AtP4H4) (EC 1.14.11.2)"
"PGEN_.00g272530",-2.83574477476089,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g272530",1.55677149708419,TRUE,FALSE,"Day7_MAversusAM",NA
"PGEN_.00g272710",4.79089021687196,TRUE,FALSE,"Day14_primary","Coadhesin (Fragment)"
"PGEN_.00g272710",5.92217247504895,TRUE,FALSE,"Day21_primary","Coadhesin (Fragment)"
"PGEN_.00g272710",-2.03304613868821,FALSE,TRUE,"Day7_MAversusAM","Coadhesin (Fragment)"
"PGEN_.00g272710",-2.42040209834528,FALSE,TRUE,"Day7_second","Coadhesin (Fragment)"
"PGEN_.00g272710",2.84309396970888,TRUE,FALSE,"Day7_primary","Coadhesin (Fragment)"
"PGEN_.00g272850",1.96170897444257,TRUE,FALSE,"Day14_primary","Rho-related GTP-binding protein RhoE (Rho family GTPase 3) (Rnd3)"
"PGEN_.00g273350",1.99563168296812,TRUE,FALSE,"Day7_MAversusAM","CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)"
"PGEN_.00g273360",-1.75069242988439,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g273360",5.05163190119766,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g273360",5.67218199845928,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g274010",-2.51454973740321,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g274080",3.30037999456242,TRUE,FALSE,"Day14_primary","Organic cation transporter protein"
"PGEN_.00g274880",-3.15553083846293,FALSE,TRUE,"Day7_second","Lactose-binding lectin l-2 (Ajl-2)"
"PGEN_.00g274890",-4.09670757551763,FALSE,TRUE,"Day7_second","Lactose-binding lectin l-2 (Ajl-2)"
"PGEN_.00g275400",-1.96427825536063,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g275670",8.78239867714665,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g275670",6.4441550487079,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g275670",-2.9811387431444,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g276360",5.31083787250226,TRUE,FALSE,"Day21_primary","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"PGEN_.00g276360",-1.74485953882486,FALSE,TRUE,"Day7_MAversusAM","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"PGEN_.00g276360",4.30083317828972,TRUE,FALSE,"Day14_primary","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"PGEN_.00g279100",4.04461689872459,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g279590",3.47367487619959,TRUE,FALSE,"Day7_primary","Apolipoprotein D (Apo-D) (ApoD)"
"PGEN_.00g279590",-2.38483256572286,FALSE,TRUE,"Day7_MAversusAM","Apolipoprotein D (Apo-D) (ApoD)"
"PGEN_.00g279590",-2.46635568968898,FALSE,TRUE,"Day7_second","Apolipoprotein D (Apo-D) (ApoD)"
"PGEN_.00g279590",8.34937447919411,TRUE,FALSE,"Day21_primary","Apolipoprotein D (Apo-D) (ApoD)"
"PGEN_.00g279590",4.78736870696337,TRUE,FALSE,"Day14_primary","Apolipoprotein D (Apo-D) (ApoD)"
"PGEN_.00g279610",-9.33539249386072,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g279740",-2.64921828825323,FALSE,TRUE,"Day14_primary","DBH-like monooxygenase protein 1 homolog (EC 1.14.17.-)"
"PGEN_.00g280310",4.75165042876957,TRUE,FALSE,"Day14_primary","DBH-like monooxygenase protein 1 homolog (EC 1.14.17.-)"
"PGEN_.00g281550",-1.79841748726501,FALSE,TRUE,"Day7_MAversusAM","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)"
