"","Gene_IDs","slim_term","slim_cat","Gene_count","module_day","Day","moduleColor","Uniprot","Gene_term_EC","gene"
"1715","PGEN_.00g251680","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","Q460N5","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (B aggressive lymphoma protein 2) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"1716","PGEN_.00g252100","cell death","GO:0008219",39,"Day21_yellow","Day21","yellow","P89116","Caspase-1 (EC 3.4.22.-) [Cleaved into: Caspase-1 subunit p19/18; Caspase-1 subunit p12]","Caspase-1 "
"1717","PGEN_.00g253230","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","Q5SVQ0","Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)","Histone acetyltransferase KAT7 "
"1718","PGEN_.00g253230","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","Q5SVQ0","Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)","Histone acetyltransferase KAT7 "
"1719","PGEN_.00g253850","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q98TX3","Programmed cell death protein 4 (Protein I11/6)","Programmed cell death protein 4 "
"1720","PGEN_.00g253850","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q98TX3","Programmed cell death protein 4 (Protein I11/6)","Programmed cell death protein 4 "
"1721","PGEN_.00g254020","ribosome biogenesis","GO:0042254",21,"Day21_black","Day21","black","O00567","Nucleolar protein 56 (Nucleolar protein 5A)","Nucleolar protein 56 "
"1722","PGEN_.00g254020","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","O00567","Nucleolar protein 56 (Nucleolar protein 5A)","Nucleolar protein 56 "
"1723","PGEN_.00g254320","immune system process","GO:0002376",27,"Day21_yellow","Day21","yellow","Q8SPP7","Peptidoglycan recognition protein 1 (Oligosaccharide-binding protein) (OBP) (Peptidoglycan recognition protein short) (PGRP-S)","Peptidoglycan recognition protein 1 "
"1724","PGEN_.00g254320","response to stress","GO:0006950",27,"Day21_yellow","Day21","yellow","Q8SPP7","Peptidoglycan recognition protein 1 (Oligosaccharide-binding protein) (OBP) (Peptidoglycan recognition protein short) (PGRP-S)","Peptidoglycan recognition protein 1 "
"1725","PGEN_.00g254630","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","Q2EMV9","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"1726","PGEN_.00g254630","cellular protein modification proce...","GO:0006464",30,"Day21_pink","Day21","pink","Q2EMV9","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"1727","PGEN_.00g254630","response to stress","GO:0006950",24,"Day21_pink","Day21","pink","Q2EMV9","Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)","Protein mono-ADP-ribosyltransferase PARP14 "
"1728","PGEN_.00g254890","transport","GO:0006810",118,"Day21_blue","Day21","blue","O95271","Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1)","Poly [ADP-ribose] polymerase tankyrase-1 "
"1729","PGEN_.00g255060","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q9VC61","Protein CREBRF homolog (Protein Repressed by Tor)","Protein CREBRF homolog "
"1730","PGEN_.00g255060","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q9VC61","Protein CREBRF homolog (Protein Repressed by Tor)","Protein CREBRF homolog "
"1731","PGEN_.00g255300","transport","GO:0006810",118,"Day21_blue","Day21","blue","Q5BKM3","Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Vacuolar protein-sorting-associated protein 24)","Charged multivesicular body protein 3 "
"1732","PGEN_.00g255960","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q8CGF7","Transcription elongation regulator 1 (Formin-binding protein 28) (FBP 28) (TATA box-binding protein-associated factor 2S) (Transcription factor CA150) (p144)","Transcription elongation regulator 1 "
"1733","PGEN_.00g255960","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q8CGF7","Transcription elongation regulator 1 (Formin-binding protein 28) (FBP 28) (TATA box-binding protein-associated factor 2S) (Transcription factor CA150) (p144)","Transcription elongation regulator 1 "
"1734","PGEN_.00g256280","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1735","PGEN_.00g256280","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1736","PGEN_.00g256280","response to stress","GO:0006950",24,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1737","PGEN_.00g256280","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1738","PGEN_.00g256920","biosynthetic process","GO:0009058",40,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1739","PGEN_.00g256920","response to stress","GO:0006950",24,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1740","PGEN_.00g256920","immune system process","GO:0002376",24,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1741","PGEN_.00g256920","cellular nitrogen compound metaboli...","GO:0034641",40,"Day21_pink","Day21","pink","O95786","Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)","Antiviral innate immune response receptor RIG-I "
"1742","PGEN_.00g257240","vesicle-mediated transport","GO:0016192",39,"Day21_blue","Day21","blue","P42859","Huntingtin (Huntington disease protein homolog) (HD protein homolog) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]","Huntingtin "
"1743","PGEN_.00g257240","transport","GO:0006810",118,"Day21_blue","Day21","blue","P42859","Huntingtin (Huntington disease protein homolog) (HD protein homolog) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]","Huntingtin "
"1744","PGEN_.00g257250","transport","GO:0006810",118,"Day21_blue","Day21","blue","P51111","Huntingtin (Huntington disease protein homolog) (HD protein homolog) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]","Huntingtin "
"1745","PGEN_.00g257250","vesicle-mediated transport","GO:0016192",39,"Day21_blue","Day21","blue","P51111","Huntingtin (Huntington disease protein homolog) (HD protein homolog) [Cleaved into: Huntingtin, myristoylated N-terminal fragment]","Huntingtin "
"1746","PGEN_.00g257480","cell death","GO:0008219",20,"Day7_yellow","Day7","yellow","P43249","G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)","G protein-coupled receptor kinase 5 "
"1747","PGEN_.00g257480","signal transduction","GO:0007165",14,"Day21_black","Day21","black","P43249","G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)","G protein-coupled receptor kinase 5 "
"1748","PGEN_.00g257480","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","P43249","G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)","G protein-coupled receptor kinase 5 "
"1749","PGEN_.00g257480","cell death","GO:0008219",42,"Day21_black","Day21","black","P43249","G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)","G protein-coupled receptor kinase 5 "
"1750","PGEN_.00g257480","cell-cell signaling","GO:0007267",14,"Day21_black","Day21","black","P43249","G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)","G protein-coupled receptor kinase 5 "
"1751","PGEN_.00g258210","embryo development","GO:0009790",13,"Day7_yellow","Day7","yellow","Q5TCZ1","SH3 and PX domain-containing protein 2A (Adapter protein TKS5) (Five SH3 domain-containing protein) (SH3 multiple domains protein 1) (Tyrosine kinase substrate with five SH3 domains)","SH3 and PX domain-containing protein 2A "
"1752","PGEN_.00g258210","anatomical structure development","GO:0048856",13,"Day7_yellow","Day7","yellow","Q5TCZ1","SH3 and PX domain-containing protein 2A (Adapter protein TKS5) (Five SH3 domain-containing protein) (SH3 multiple domains protein 1) (Tyrosine kinase substrate with five SH3 domains)","SH3 and PX domain-containing protein 2A "
"1753","PGEN_.00g258910","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","Q9Z2E3","Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (Ire1-beta) (IRE1b) (mIre1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]","Serine/threonine-protein kinase/endoribonuclease IRE2 "
"1754","PGEN_.00g258910","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q9Z2E3","Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (Ire1-beta) (IRE1b) (mIre1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]","Serine/threonine-protein kinase/endoribonuclease IRE2 "
"1755","PGEN_.00g258910","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q9Z2E3","Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (Ire1-beta) (IRE1b) (mIre1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]","Serine/threonine-protein kinase/endoribonuclease IRE2 "
"1756","PGEN_.00g259100","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","O96028","Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.-) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein)","Histone-lysine N-methyltransferase NSD2 "
"1757","PGEN_.00g259100","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","O96028","Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.-) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein)","Histone-lysine N-methyltransferase NSD2 "
"1758","PGEN_.00g259960","transport","GO:0006810",17,"Day21_yellow","Day21","yellow","Q8IVI9","Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)","Nostrin "
"1759","PGEN_.00g259960","vesicle-mediated transport","GO:0016192",17,"Day21_yellow","Day21","yellow","Q8IVI9","Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)","Nostrin "
"1760","PGEN_.00g260450","transport","GO:0006810",17,"Day21_yellow","Day21","yellow","Q8IVI9","Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)","Nostrin "
"1761","PGEN_.00g260450","vesicle-mediated transport","GO:0016192",17,"Day21_yellow","Day21","yellow","Q8IVI9","Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)","Nostrin "
"1762","PGEN_.00g260450","cellular nitrogen compound metaboli...","GO:0034641",47,"Day7_yellow","Day7","yellow","Q8IVI9","Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)","Nostrin "
"1763","PGEN_.00g260450","biosynthetic process","GO:0009058",47,"Day7_yellow","Day7","yellow","Q8IVI9","Nostrin (BM247 homolog) (Nitric oxide synthase traffic inducer) (Nitric oxide synthase trafficker) (eNOS-trafficking inducer)","Nostrin "
"1764","PGEN_.00g261020","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q5ZI03","Corepressor interacting with RBPJ 1 (CBF1-interacting corepressor)","Corepressor interacting with RBPJ 1 "
"1765","PGEN_.00g261020","biosynthetic process","GO:0009058",109,"Day21_black","Day21","black","Q5ZI03","Corepressor interacting with RBPJ 1 (CBF1-interacting corepressor)","Corepressor interacting with RBPJ 1 "
"1766","PGEN_.00g261080","mRNA processing","GO:0006397",26,"Day21_black","Day21","black","O75400","Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)","Pre-mRNA-processing factor 40 homolog A "
"1767","PGEN_.00g261080","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","O75400","Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)","Pre-mRNA-processing factor 40 homolog A "
"1768","PGEN_.00g261110","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","B5DE93","Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 12)","Cyclin-dependent kinase 12 "
"1769","PGEN_.00g262100","DNA metabolic process","GO:0006259",15,"Day21_red","Day21","red","B2ZFP3","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 "
"1770","PGEN_.00g262100","biosynthetic process","GO:0009058",15,"Day21_red","Day21","red","B2ZFP3","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 "
"1771","PGEN_.00g262100","response to stress","GO:0006950",15,"Day21_red","Day21","red","B2ZFP3","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 "
"1772","PGEN_.00g262100","cellular nitrogen compound metaboli...","GO:0034641",29,"Day21_red","Day21","red","B2ZFP3","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 "
"1773","PGEN_.00g262720","signal transduction","GO:0007165",29,"Day7_yellow","Day7","yellow","O95622","Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)","Adenylate cyclase type 5 "
"1774","PGEN_.00g262850","catabolic process","GO:0009056",27,"Day21_blue","Day21","blue","P49754","Vacuolar protein sorting-associated protein 41 homolog (S53)","Vacuolar protein sorting-associated protein 41 homolog "
"1775","PGEN_.00g262850","transport","GO:0006810",118,"Day21_blue","Day21","blue","P49754","Vacuolar protein sorting-associated protein 41 homolog (S53)","Vacuolar protein sorting-associated protein 41 homolog "
"1776","PGEN_.00g262850","protein transport","GO:0015031",37,"Day21_blue","Day21","blue","P49754","Vacuolar protein sorting-associated protein 41 homolog (S53)","Vacuolar protein sorting-associated protein 41 homolog "
"1777","PGEN_.00g263240","cellular nitrogen compound metaboli...","GO:0034641",10,"Day7_green","Day7","green","Q5R8L2","Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)","Polycomb complex protein BMI-1 "
"1778","PGEN_.00g263240","biosynthetic process","GO:0009058",10,"Day7_green","Day7","green","Q5R8L2","Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)","Polycomb complex protein BMI-1 "
"1779","PGEN_.00g263240","biosynthetic process","GO:0009058",13,"Day14_black","Day14","black","Q5R8L2","Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)","Polycomb complex protein BMI-1 "
"1780","PGEN_.00g263240","cellular nitrogen compound metaboli...","GO:0034641",13,"Day14_black","Day14","black","Q5R8L2","Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)","Polycomb complex protein BMI-1 "
"1781","PGEN_.00g263860","cell death","GO:0008219",42,"Day21_black","Day21","black","P61290","Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)","Proteasome activator complex subunit 3 "
"1782","PGEN_.00g263870","transport","GO:0006810",48,"Day7_brown","Day7","brown","Q17R14","Unconventional myosin-Id","Unconventional myosin-Id"
"1783","PGEN_.00g264140","cellular nitrogen compound metaboli...","GO:0034641",174,"Day21_black","Day21","black","Q9BUQ8","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)","Probable ATP-dependent RNA helicase DDX23 "
"1784","PGEN_.00g264140","mRNA processing","GO:0006397",26,"Day21_black","Day21","black","Q9BUQ8","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)","Probable ATP-dependent RNA helicase DDX23 "
"1785","PGEN_.00g264160","catabolic process","GO:0009056",13,"Day7_yellow","Day7","yellow","Q9P2P5","E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)","E3 ubiquitin-protein ligase HECW2 "
"1786","PGEN_.00g264160","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","Q9P2P5","E3 ubiquitin-protein ligase HECW2 (EC 2.3.2.26) (HECT, C2 and WW domain-containing protein 2) (HECT-type E3 ubiquitin transferase HECW2) (NEDD4-like E3 ubiquitin-protein ligase 2)","E3 ubiquitin-protein ligase HECW2 "
"1787","PGEN_.00g265020","embryo development","GO:0009790",13,"Day7_yellow","Day7","yellow","P41593","Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)","Parathyroid hormone/parathyroid hormone-related peptide receptor "
"1788","PGEN_.00g265020","signal transduction","GO:0007165",29,"Day7_yellow","Day7","yellow","P41593","Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)","Parathyroid hormone/parathyroid hormone-related peptide receptor "
"1789","PGEN_.00g265020","anatomical structure development","GO:0048856",13,"Day7_yellow","Day7","yellow","P41593","Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor)","Parathyroid hormone/parathyroid hormone-related peptide receptor "
"1790","PGEN_.00g265420","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","Q9Y3M9","Zinc finger protein 337","Zinc finger protein 337"
"1791","PGEN_.00g265420","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","Q9Y3M9","Zinc finger protein 337","Zinc finger protein 337"
"1792","PGEN_.00g266630","DNA metabolic process","GO:0006259",15,"Day21_red","Day21","red","Q9JK91","DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","DNA mismatch repair protein Mlh1 "
"1793","PGEN_.00g266630","cellular nitrogen compound metaboli...","GO:0034641",29,"Day21_red","Day21","red","Q9JK91","DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","DNA mismatch repair protein Mlh1 "
"1794","PGEN_.00g266630","response to stress","GO:0006950",15,"Day21_red","Day21","red","Q9JK91","DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","DNA mismatch repair protein Mlh1 "
"1795","PGEN_.00g266680","cellular protein modification proce...","GO:0006464",16,"Day21_yellow","Day21","yellow","P29074","Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1)","Tyrosine-protein phosphatase non-receptor type 4 "
"1796","PGEN_.00g266680","cellular protein modification proce...","GO:0006464",46,"Day7_yellow","Day7","yellow","P29074","Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1)","Tyrosine-protein phosphatase non-receptor type 4 "
"1797","PGEN_.00g266870","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","Q15648","Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A)","Mediator of RNA polymerase II transcription subunit 1 "
"1798","PGEN_.00g266870","cell death","GO:0008219",39,"Day21_yellow","Day21","yellow","Q15648","Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A)","Mediator of RNA polymerase II transcription subunit 1 "
"1799","PGEN_.00g266870","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","Q15648","Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A)","Mediator of RNA polymerase II transcription subunit 1 "
"1800","PGEN_.00g267170","lipid metabolic process","GO:0006629",11,"Day21_blue","Day21","blue","Q9UKG9","Peroxisomal carnitine O-octanoyltransferase (COT) (EC 2.3.1.137)","Peroxisomal carnitine O-octanoyltransferase "
"1801","PGEN_.00g267170","small molecule metabolic process","GO:0044281",11,"Day21_blue","Day21","blue","Q9UKG9","Peroxisomal carnitine O-octanoyltransferase (COT) (EC 2.3.1.137)","Peroxisomal carnitine O-octanoyltransferase "
"1802","PGEN_.00g267200","biosynthetic process","GO:0009058",79,"Day21_yellow","Day21","yellow","A6QLA0","Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)","Transcriptional repressor NF-X1 "
"1803","PGEN_.00g267200","cellular nitrogen compound metaboli...","GO:0034641",79,"Day21_yellow","Day21","yellow","A6QLA0","Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)","Transcriptional repressor NF-X1 "
"1804","PGEN_.00g269390","cell death","GO:0008219",20,"Day21_red","Day21","red","Q95M17","Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Chitin-binding protein b04) (CBPb04)","Acidic mammalian chitinase "
"1805","PGEN_.00g269480","cellular nitrogen compound metaboli...","GO:0034641",20,"Day14_magenta","Day14","magenta","O60290","Zinc finger protein 862","Zinc finger protein 862"
"1806","PGEN_.00g269480","biosynthetic process","GO:0009058",11,"Day14_magenta","Day14","magenta","O60290","Zinc finger protein 862","Zinc finger protein 862"
