"","Gene_IDs","slim_term","slim_cat","Gene_count","module_day","Day","moduleColor","Uniprot","Gene_term_EC","gene"
"2075","PGEN_.00g259910","peptidase activity","GO:0008233",53,"Day21_blue","Day21","blue","Q9NVE5","Ubiquitin carboxyl-terminal hydrolase 40 (EC 3.4.19.12) (Deubiquitinating enzyme 40) (Ubiquitin thioesterase 40) (Ubiquitin-specific-processing protease 40)","Ubiquitin carboxyl-terminal hydrolase 40 "
"2076","PGEN_.00g259930","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9UG63","ATP-binding cassette sub-family F member 2 (Iron-inhibited ABC transporter 2)","ATP-binding cassette sub-family F member 2 "
"2077","PGEN_.00g260400","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q96M86","Dynein heavy chain domain-containing protein 1 (Dynein heavy chain domain 1-like protein) (Protein CCDC35)","Dynein heavy chain domain-containing protein 1 "
"2078","PGEN_.00g260470","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9UG63","ATP-binding cassette sub-family F member 2 (Iron-inhibited ABC transporter 2)","ATP-binding cassette sub-family F member 2 "
"2079","PGEN_.00g260520","peptidase activity","GO:0008233",53,"Day21_blue","Day21","blue","Q9NVE5","Ubiquitin carboxyl-terminal hydrolase 40 (EC 3.4.19.12) (Deubiquitinating enzyme 40) (Ubiquitin thioesterase 40) (Ubiquitin-specific-processing protease 40)","Ubiquitin carboxyl-terminal hydrolase 40 "
"2080","PGEN_.00g260620","ion binding","GO:0043167",154,"Day21_red","Day21","red","B0FYY4","Integrin beta-1 (Fibronectin receptor subunit beta) (Integrin subunit beta-1) (VLA-4 subunit beta) (CD antigen CD29)","Integrin beta-1 "
"2081","PGEN_.00g260720","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","P82197","Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)","Pyridoxal kinase "
"2082","PGEN_.00g260820","hydrolase activity, acting on glyco...","GO:0016798",10,"Day14_brown","Day14","brown","Q01460","Di-N-acetylchitobiase (EC 3.2.1.-)","Di-N-acetylchitobiase "
"2083","PGEN_.00g261110","ion binding","GO:0043167",164,"Day21_black","Day21","black","B5DE93","Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 12)","Cyclin-dependent kinase 12 "
"2084","PGEN_.00g261110","kinase activity","GO:0016301",5,"Day21_black","Day21","black","B5DE93","Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cell division protein kinase 12)","Cyclin-dependent kinase 12 "
"2085","PGEN_.00g261210","oxidoreductase activity","GO:0016491",45,"Day14_brown","Day14","brown","Q86W10","Cytochrome P450 4Z1 (EC 1.14.14.1) (CYPIVZ1)","Cytochrome P450 4Z1 "
"2086","PGEN_.00g261650","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q5F450","PAN2-PAN3 deadenylation complex catalytic subunit PAN2 (EC 3.1.13.4) (Inactive ubiquitin carboxyl-terminal hydrolase 52) (PAB1P-dependent poly(A)-specific ribonuclease) (Poly(A)-nuclease deadenylation complex subunit 2) (PAN deadenylation complex subunit 2)","PAN2-PAN3 deadenylation complex catalytic subunit PAN2 "
"2087","PGEN_.00g261860","ion binding","GO:0043167",39,"Day14_magenta","Day14","magenta","A4IF63","Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)","Tripartite motif-containing protein 2 "
"2088","PGEN_.00g262030","peptidase activity","GO:0008233",3,"Day21_yellow","Day21","yellow","Q3TD49","Signal peptide peptidase-like 2B (SPP-like 2B) (SPPL2b) (EC 3.4.23.-)","Signal peptide peptidase-like 2B "
"2089","PGEN_.00g262050","kinase activity","GO:0016301",22,"Day7_yellow","Day7","yellow","Q99558","Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)","Mitogen-activated protein kinase kinase kinase 14 "
"2090","PGEN_.00g262050","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q99558","Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)","Mitogen-activated protein kinase kinase kinase 14 "
"2091","PGEN_.00g262100","ATPase activity","GO:0016887",4,"Day21_red","Day21","red","B2ZFP3","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 "
"2092","PGEN_.00g262100","ion binding","GO:0043167",154,"Day21_red","Day21","red","B2ZFP3","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 (EC 3.6.4.-) (HepA-related protein) (Sucrose nonfermenting protein 2-like 1)","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 "
"2093","PGEN_.00g262440","oxidoreductase activity","GO:0016491",12,"Day14_black","Day14","black","P91929","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial "
"2094","PGEN_.00g262700","cytoskeletal protein binding","GO:0008092",12,"Day21_black","Day21","black","P21613","Kinesin heavy chain","Kinesin heavy chain"
"2095","PGEN_.00g262700","ion binding","GO:0043167",164,"Day21_black","Day21","black","P21613","Kinesin heavy chain","Kinesin heavy chain"
"2096","PGEN_.00g262720","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","O95622","Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)","Adenylate cyclase type 5 "
"2097","PGEN_.00g262820","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q96K80","Zinc finger CCCH domain-containing protein 10","Zinc finger CCCH domain-containing protein 10"
"2098","PGEN_.00g262850","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","P49754","Vacuolar protein sorting-associated protein 41 homolog (S53)","Vacuolar protein sorting-associated protein 41 homolog "
"2099","PGEN_.00g263030","RNA binding","GO:0003723",53,"Day21_black","Day21","black","O57683","Splicing factor 3B subunit 1 (146 kDa nuclear protein) (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)","Splicing factor 3B subunit 1 "
"2100","PGEN_.00g263240","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q5R8L2","Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)","Polycomb complex protein BMI-1 "
"2101","PGEN_.00g263300","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","Q91648","Polycomb complex protein BMI-1-A (Polycomb group RING finger protein 4-A)","Polycomb complex protein BMI-1-A "
"2102","PGEN_.00g263590","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q4U2R1","E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)","E3 ubiquitin-protein ligase HERC2 "
"2103","PGEN_.00g263640","enzyme binding","GO:0019899",31,"Day21_black","Day21","black","Q5U4E6","Golgin subfamily A member 4","Golgin subfamily A member 4"
"2104","PGEN_.00g263860","enzyme regulator activity","GO:0030234",12,"Day21_black","Day21","black","P61290","Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)","Proteasome activator complex subunit 3 "
"2105","PGEN_.00g264140","helicase activity","GO:0004386",17,"Day21_black","Day21","black","Q9BUQ8","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)","Probable ATP-dependent RNA helicase DDX23 "
"2106","PGEN_.00g264140","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q9BUQ8","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)","Probable ATP-dependent RNA helicase DDX23 "
"2107","PGEN_.00g264140","ATPase activity","GO:0016887",19,"Day21_black","Day21","black","Q9BUQ8","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)","Probable ATP-dependent RNA helicase DDX23 "
"2108","PGEN_.00g264440","oxidoreductase activity","GO:0016491",23,"Day21_blue","Day21","blue","Q9JLJ2","4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3)","4-trimethylaminobutyraldehyde dehydrogenase "
"2109","PGEN_.00g264620","cytoskeletal protein binding","GO:0008092",16,"Day14_brown","Day14","brown","P61158","Actin-related protein 3 (Actin-like protein 3)","Actin-related protein 3 "
"2110","PGEN_.00g265420","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","Q9Y3M9","Zinc finger protein 337","Zinc finger protein 337"
"2111","PGEN_.00g266170","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q94511","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial "
"2112","PGEN_.00g266210","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q96JB1","Dynein heavy chain 8, axonemal (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)","Dynein heavy chain 8, axonemal "
"2113","PGEN_.00g266390","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q6IQX7","Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)","Chondroitin sulfate synthase 2 "
"2114","PGEN_.00g266400","transcription factor binding","GO:0008134",3,"Day14_brown","Day14","brown","P62196","26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (p45/SUG) (mSUG1)","26S proteasome regulatory subunit 8 "
"2115","PGEN_.00g266590","DNA binding","GO:0003677",4,"Day21_red","Day21","red","P40692","DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","DNA mismatch repair protein Mlh1 "
"2116","PGEN_.00g266590","ion binding","GO:0043167",154,"Day21_red","Day21","red","P40692","DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","DNA mismatch repair protein Mlh1 "
"2117","PGEN_.00g266630","DNA binding","GO:0003677",4,"Day21_red","Day21","red","Q9JK91","DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","DNA mismatch repair protein Mlh1 "
"2118","PGEN_.00g266630","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q9JK91","DNA mismatch repair protein Mlh1 (MutL protein homolog 1)","DNA mismatch repair protein Mlh1 "
"2119","PGEN_.00g266770","RNA binding","GO:0003723",5,"Day14_black","Day14","black","Q5RB68","Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (IGF-II mRNA-binding protein 2) (VICKZ family member 2)","Insulin-like growth factor 2 mRNA-binding protein 2 "
"2120","PGEN_.00g266770","mRNA binding","GO:0003729",4,"Day14_black","Day14","black","Q5RB68","Insulin-like growth factor 2 mRNA-binding protein 2 (IGF2 mRNA-binding protein 2) (IMP-2) (IGF-II mRNA-binding protein 2) (VICKZ family member 2)","Insulin-like growth factor 2 mRNA-binding protein 2 "
"2121","PGEN_.00g267200","DNA-binding transcription factor ac...","GO:0003700",9,"Day21_yellow","Day21","yellow","A6QLA0","Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)","Transcriptional repressor NF-X1 "
"2122","PGEN_.00g267370","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q8HXX1","Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)","Methylmalonyl-CoA mutase, mitochondrial "
"2123","PGEN_.00g267550","ion binding","GO:0043167",154,"Day21_red","Day21","red","E9Q5G3","Kinesin-like protein KIF23","Kinesin-like protein KIF23"
"2124","PGEN_.00g267990","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2125","PGEN_.00g267990","ion binding","GO:0043167",33,"Day14_brown","Day14","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2126","PGEN_.00g267990","lyase activity","GO:0016829",5,"Day14_brown","Day14","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2127","PGEN_.00g267990","lyase activity","GO:0016829",4,"Day21_blue","Day21","blue","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2128","PGEN_.00g267990","lyase activity","GO:0016829",4,"Day7_brown","Day7","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2129","PGEN_.00g268200","transmembrane transporter activity","GO:0022857",9,"Day14_black","Day14","black","Q6U841","Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10)","Sodium-driven chloride bicarbonate exchanger "
"2130","PGEN_.00g268270","lyase activity","GO:0016829",4,"Day7_brown","Day7","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2131","PGEN_.00g268270","lyase activity","GO:0016829",5,"Day14_brown","Day14","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2132","PGEN_.00g268270","lyase activity","GO:0016829",4,"Day21_blue","Day21","blue","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2133","PGEN_.00g268270","ion binding","GO:0043167",33,"Day14_brown","Day14","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2134","PGEN_.00g268270","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q9UJ83","2-hydroxyacyl-CoA lyase 1 (EC 4.1.-.-) (2-hydroxyphytanoyl-CoA lyase) (2-HPCL) (Phytanoyl-CoA 2-hydroxylase 2)","2-hydroxyacyl-CoA lyase 1 "
"2135","PGEN_.00g268580","ion binding","GO:0043167",33,"Day14_brown","Day14","brown","Q9PRL8","Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI)","Acyl-CoA-binding protein "
"2136","PGEN_.00g268580","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q9PRL8","Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI)","Acyl-CoA-binding protein "
"2137","PGEN_.00g268810","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q95153","Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)","Breast cancer type 1 susceptibility protein homolog "
"2138","PGEN_.00g268840","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q5U430","E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)","E3 ubiquitin-protein ligase UBR3 "
"2139","PGEN_.00g268970","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q95ZJ1","Polypeptide N-acetylgalactosaminyltransferase 5 (pp-GaNTase 5) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5)","Polypeptide N-acetylgalactosaminyltransferase 5 "
"2140","PGEN_.00g269110","peptidase activity","GO:0008233",29,"Day14_brown","Day14","brown","O73817","Proteasome subunit beta type-3 (EC 3.4.25.1) (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)","Proteasome subunit beta type-3 "
"2141","PGEN_.00g270000","oxidoreductase activity","GO:0016491",23,"Day21_blue","Day21","blue","Q8LAN3","Probable prolyl 4-hydroxylase 4 (AtP4H4) (EC 1.14.11.2)","Probable prolyl 4-hydroxylase 4 "
"2142","PGEN_.00g270460","ion binding","GO:0043167",36,"Day21_magenta","Day21","magenta","Q04451","Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS)","Glycine--tRNA ligase "
"2143","PGEN_.00g270470","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q4V7F3","Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (O-sialoglycoprotein endopeptidase-like protein 1) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein Osgepl1) (tRNA threonylcarbamoyladenosine biosynthesis protein Osgepl1)","Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial "
"2144","PGEN_.00g270560","methyltransferase activity","GO:0008168",5,"Day21_yellow","Day21","yellow","Q8C436","Protein-lysine methyltransferase METTL21D (EC 2.1.1.-) (Methyltransferase-like protein 21D) (VCP lysine methyltransferase) (VCP-KMT) (Valosin-containing protein lysine methyltransferase)","Protein-lysine methyltransferase METTL21D "
"2145","PGEN_.00g270570","enzyme binding","GO:0019899",37,"Day21_yellow","Day21","yellow","Q9JJZ4","Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1)","Ubiquitin-conjugating enzyme E2 J1 "
"2146","PGEN_.00g270820","hydrolase activity, acting on carbo...","GO:0016810",2,"Day21_blue","Day21","blue","Q90578","Vitamin D3 hydroxylase-associated protein (VDHAP)","Vitamin D3 hydroxylase-associated protein "
"2147","PGEN_.00g271100","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","P11362","Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331)","Fibroblast growth factor receptor 1 "
"2148","PGEN_.00g271250","ion binding","GO:0043167",164,"Day21_black","Day21","black","Q5ZL72","60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)","60 kDa heat shock protein, mitochondrial "
"2149","PGEN_.00g271250","RNA binding","GO:0003723",53,"Day21_black","Day21","black","Q5ZL72","60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)","60 kDa heat shock protein, mitochondrial "
"2150","PGEN_.00g271250","enzyme binding","GO:0019899",31,"Day21_black","Day21","black","Q5ZL72","60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60)","60 kDa heat shock protein, mitochondrial "
"2151","PGEN_.00g271380","ion binding","GO:0043167",154,"Day21_red","Day21","red","Q9U2C4","Probable N-acetylgalactosaminyltransferase 9 (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase 9) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 9) (pp-GaNTase 9)","Probable N-acetylgalactosaminyltransferase 9 "
"2152","PGEN_.00g271390","ion binding","GO:0043167",36,"Day21_magenta","Day21","magenta","A2A4P0","ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8)","ATP-dependent RNA helicase DHX8 "
"2153","PGEN_.00g271400","ion binding","GO:0043167",128,"Day21_pink","Day21","pink","Q5DU56","Protein NLRC3","Protein NLRC3"
"2154","PGEN_.00g271420","ion binding","GO:0043167",123,"Day7_yellow","Day7","yellow","Q5DU56","Protein NLRC3","Protein NLRC3"
"2155","PGEN_.00g271580","enzyme regulator activity","GO:0030234",22,"Day21_yellow","Day21","yellow","P98170","E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)","E3 ubiquitin-protein ligase XIAP "
"2156","PGEN_.00g271580","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","P98170","E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)","E3 ubiquitin-protein ligase XIAP "
"2157","PGEN_.00g271590","enzyme regulator activity","GO:0030234",22,"Day21_yellow","Day21","yellow","P98170","E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)","E3 ubiquitin-protein ligase XIAP "
"2158","PGEN_.00g271590","ion binding","GO:0043167",97,"Day21_yellow","Day21","yellow","P98170","E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)","E3 ubiquitin-protein ligase XIAP "
"2159","PGEN_.00g271720","ion binding","GO:0043167",39,"Day14_magenta","Day14","magenta","Q56R14","E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)","E3 ubiquitin-protein ligase TRIM33 "
"2160","PGEN_.00g271820","DNA-binding transcription factor ac...","GO:0003700",9,"Day21_yellow","Day21","yellow","Q5R4V4","SAP domain-containing ribonucleoprotein (Nuclear protein Hcc-1)","SAP domain-containing ribonucleoprotein "
"2161","PGEN_.00g271820","DNA binding","GO:0003677",14,"Day7_yellow","Day7","yellow","Q5R4V4","SAP domain-containing ribonucleoprotein (Nuclear protein Hcc-1)","SAP domain-containing ribonucleoprotein "
"2162","PGEN_.00g271910","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","P84029","Cytochrome c-2 (Cytochrome c-proximal)","Cytochrome c-2 "
"2163","PGEN_.00g271920","peptidase activity","GO:0008233",53,"Day21_blue","Day21","blue","O42596","Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (MDC11.2) (Metalloprotease-disintegrin MDC11b)","Disintegrin and metalloproteinase domain-containing protein 22 "
"2164","PGEN_.00g272080","enzyme binding","GO:0019899",37,"Day21_yellow","Day21","yellow","Q9D4H8","Cullin-2 (CUL-2)","Cullin-2 "
"2165","PGEN_.00g272230","ion binding","GO:0043167",66,"Day7_brown","Day7","brown","Q9W719","Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)","Hypoxanthine-guanine phosphoribosyltransferase "
"2166","PGEN_.00g272230","ion binding","GO:0043167",18,"Day14_black","Day14","black","Q9W719","Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8)","Hypoxanthine-guanine phosphoribosyltransferase "
"2167","PGEN_.00g272580","ion binding","GO:0043167",128,"Day21_pink","Day21","pink","Q9CZJ2","Heat shock 70 kDa protein 12B","Heat shock 70 kDa protein 12B"
"2168","PGEN_.00g272650","peptidase activity","GO:0008233",53,"Day21_blue","Day21","blue","Q5G265","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)","Neurotrypsin "
"2169","PGEN_.00g272650","peptidase activity","GO:0008233",29,"Day14_brown","Day14","brown","Q5G265","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)","Neurotrypsin "
"2170","PGEN_.00g272650","peptidase activity","GO:0008233",26,"Day7_brown","Day7","brown","Q5G265","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)","Neurotrypsin "
"2171","PGEN_.00g272730","ion binding","GO:0043167",33,"Day14_brown","Day14","brown","Q6PHS6","Sorting nexin-13","Sorting nexin-13"
"2172","PGEN_.00g272730","ion binding","GO:0043167",273,"Day21_blue","Day21","blue","Q6PHS6","Sorting nexin-13","Sorting nexin-13"
"2173","PGEN_.00g272730","lipid binding","GO:0008289",17,"Day14_brown","Day14","brown","Q6PHS6","Sorting nexin-13","Sorting nexin-13"
"2174","PGEN_.00g272730","lipid binding","GO:0008289",32,"Day21_blue","Day21","blue","Q6PHS6","Sorting nexin-13","Sorting nexin-13"
"2175","PGEN_.00g272750","nuclease activity","GO:0004518",4,"Day21_magenta","Day21","magenta","Q502K1","Nuclease EXOG, mitochondrial (EC 3.1.30.-) (Endonuclease G-like 1) (Endo G-like 1)","Nuclease EXOG, mitochondrial "
"2176","PGEN_.00g272850","ion binding","GO:0043167",39,"Day14_magenta","Day14","magenta","P61588","Rho-related GTP-binding protein RhoE (Rho family GTPase 3) (Rnd3)","Rho-related GTP-binding protein RhoE "
